165677,-26,-71,-221
165678,-21,-72,-260
165679,59,9,-324
165680,76,53,-226
165681,-20,40,-169
165682,-19,3,-172
165683,1,9,-293
165684,56,-41,-301
165685,-27,30,-229
165686,-60,-18,-150
165687,-8,-61,-225
165688,38,-6,-264
165689,60,54,-312
165690,-6,55,-240
165691,-104,-19,-140
165692,-50,-135,-226
165693,40,-120,-272
165694,70,20,-292
165695,6,53,-245
165696,-78,-39,-131
165697,-53,-51,-242
165698,45,-31,-337
165699,67,11,-274
165700,-55,-63,-133
165701,-43,-88,-222
165702,-20,-60,-271
165703,53,10,-323
165704,54,63,-279
165705,-14,-32,-157
165706,-49,-49,-153
165707,-34,-83,-236
165708,32,-28,-309
165709,63,58,-334
165710,7,69,-285
165711,-29,48,-181
165712,-74,19,-166
165713,-22,-81,-240
165714,-15,-88,-299
165715,31,37,-315
165716,22,73,-228
165717,-5,31,-155
165718,-30,-6,-224
165719,-12,-33,-286
165720,-46,-10,-322
165721,-23,45,-244
165722,-49,0,-193
165723,38,-4,-182
165724,26,14,-235
165725,22,56,-354
165726,-8,87,-229
165727,-38,63,-180
165728,-25,-52,-202
165729,0,-55,-233
165730,42,14,-302
165731,49,93,-360
165732,-21,124,-264
165733,-39,1,-152
165734,-63,-64,-153
165735,-13,-61,-221
165736,22,-56,-263
165737,42,-56,-313
165738,-1,55,-253
165739,-65,76,-186
165740,-34,-62,-162
165741,-29,-88,-252
165742,39,-67,-339
165743,1,25,-295
165744,-22,-41,-139
165745,-39,-56,-164
165746,-9,-73,-238
165747,9,-10,-314
165748,10,42,-267
165749,-13,-50,-223
165750,-57,-80,-150
165751,11,-118,-216
165752,11,-53,-299
165753,8,6,-311
165754,26,54,-281
165755,-41,-10,-165
165756,-74,-62,-133
165757,-11,-107,-252
165758,48,-125,-312
165759,-5,12,-291
165760,-13,80,-247
165761,-61,46,-178
165762,-19,-25,-197
165763,69,-16,-295
165764,13,17,-371
165765,20,3,-214
165766,-75,2,-181
165767,-26,-54,-214
165768,1,51,-306
165769,57,76,-285
165770,5,72,-285
165771,-51,27,-137
165772,20,-28,-236
165773,17,-21,-306
165774,14,31,-272
165775,-46,110,-267
165776,-110,94,-154
165777,-33,19,-232
165778,39,-18,-265
165779,18,-22,-320
165780,-17,91,-267
165781,-40,75,-200
165782,-86,4,-128
165783,-12,-30,-229
165784,45,1,-338
165785,61,19,-272
165786,0,67,-245
165787,-84,-40,-170
165788,-56,-80,-213
165789,12,-9,-299
165790,61,-12,-260
165791,8,-43,-232
165792,-66,-42,-112
165793,-42,-18,-286
165794,54,-62,-305
165795,-8,43,-272
165796,-20,-19,-234
165797,-56,-42,-158
165798,-34,-86,-208
165799,52,-79,-314
165800,44,-10,-309
165801,6,50,-244
165802,-37,-10,-189
165803,-86,-96,-128
165804,-57,-91,-218
165805,76,-82,-325
165806,34,-42,-278
165807,-38,19,-235
165808,-86,-34,-129
165809,-35,-67,-227
165810,24,-70,-290
165811,22,-23,-319
165812,19,-54,-232
165813,-87,-31,-123
165814,-22,-67,-234
165815,4,10,-314
165816,24,89,-263
165817,23,65,-242
165818,-30,-18,-126
165819,-33,-61,-190
165820,7,-47,-345
165821,-1,35,-268
165822,10,81,-197
165823,-58,30,-158
165824,-5,-27,-228
165825,31,-10,-349
165826,49,47,-262
165827,-37,27,-206
165828,-38,-39,-165
165829,-54,-32,-271
165830,19,33,-304
165831,15,155,-255
165832,-14,66,-217
165833,-39,-37,-155
165834,-41,-19,-260
165835,0,58,-354
165836,-14,86,-195
165837,-46,53,-146
165838,-20,-64,-230
165839,43,37,-306
165840,38,76,-287
165841,-3,41,-249
165842,-88,-18,-128
165843,-43,-87,-222
165844,53,-27,-317
165845,56,-14,-291
165846,37,-10,-261
165847,-82,-41,-157
165848,-51,-14,-224
165849,21,-57,-247
165850,40,-95,-333
165851,-1,13,-283
165852,-14,28,-232
165853,-51,-56,-100
165854,-21,-77,-225
165855,4,-53,-316
165856,1,2,-284
165857,-22,13,-229
165858,-50,-76,-174
165859,5,-147,-232
