236313,-1,9,-256
236314,-6,27,-230
236315,-43,32,-181
236316,-63,5,-122
236317,-8,-31,-198
236318,7,-46,-254
236319,-10,-21,-286
236320,19,25,-325
236321,23,52,-351
236322,-7,56,-270
236323,-43,65,-232
236324,-86,41,-207
236325,-89,-12,-145
236326,-77,-54,-126
236327,-59,-44,-246
236328,-43,4,-266
236329,-10,42,-307
236330,51,-8,-356
236331,23,9,-287
236332,14,92,-251
236333,-9,49,-243
236334,-84,18,-131
236335,-78,1,-137
236336,-47,-29,-193
236337,-37,-89,-216
236338,-25,-73,-221
236339,-8,-38,-313
236340,13,-14,-331
236341,5,36,-305
236342,2,55,-291
236343,-18,40,-253
236344,11,20,-203
236345,-65,-9,-190
236346,-73,-30,-145
236347,-16,-89,-209
236348,-8,-33,-269
236349,1,-10,-254
236350,56,-2,-323
236351,16,-4,-356
236352,2,28,-274
236353,30,74,-241
236354,30,32,-259
236355,18,2,-153
236356,-34,40,-132
236357,-45,-21,-192
236358,-17,-90,-210
236359,3,-95,-214
236360,35,-43,-279
236361,70,-16,-296
236362,53,24,-355
236363,19,32,-304
236364,11,35,-220
236365,-7,18,-221
236366,-41,-5,-180
236367,-93,-6,-114
236368,-7,-76,-205
236369,-13,-17,-250
236370,-13,26,-279
236371,56,-1,-348
236372,58,-28,-339
236373,33,31,-240
236374,30,56,-242
236375,15,41,-234
236376,-99,78,-133
236377,-97,50,-145
236378,-31,-41,-227
236379,-14,-96,-218
236380,31,-98,-256
236381,59,-76,-317
236382,37,-11,-315
236383,34,86,-312
236384,17,105,-330
236385,35,89,-239
236386,34,31,-238
236387,-26,-48,-206
236388,-112,-37,-134
236389,-77,-1,-123
236390,-38,6,-204
236391,-12,4,-213
236392,-6,-31,-245
236393,-6,-85,-294
236394,33,-80,-319
236395,69,-59,-351
236396,36,2,-300
236397,-19,78,-222
236398,2,103,-245
236399,-35,20,-232
236400,-65,-24,-142
236401,-54,-86,-188
236402,-20,-143,-227
236403,-39,-77,-220
236404,10,1,-276
236405,57,-28,-374
236406,35,26,-280
236407,-23,27,-250
236408,-20,-42,-246
236409,-87,-51,-168
236410,-56,-20,-155
236411,-37,-14,-173
236412,-25,-25,-210
236413,-17,-17,-270
236414,-5,-48,-287
236415,51,-63,-345
236416,12,20,-295
236417,0,59,-256
236418,-28,57,-210
236419,-101,45,-214
236420,-115,-5,-145
236421,-56,-69,-178
236422,-13,-96,-245
236423,-23,-56,-270
236424,23,-4,-345
236425,20,54,-325
236426,-12,23,-249
236427,-44,18,-211
236428,-86,-13,-169
236429,-87,-64,-149
236430,-55,-84,-211
236431,-45,-38,-256
236432,-1,-39,-285
236433,21,13,-310
236434,18,32,-320
236435,0,45,-258
236436,-6,45,-203
236437,-49,-3,-210
236438,-89,-14,-139
236439,-86,6,-146
236440,-15,-63,-229
236441,6,-39,-237
236442,38,-27,-294
236443,57,-7,-346
236444,-6,33,-257
236445,-4,75,-246
236446,8,21,-212
236447,-24,-8,-123
236448,-56,-24,-160
236449,-55,-91,-239
236450,-71,-70,-218
236451,-14,-27,-260
236452,77,-26,-373
236453,81,14,-287
236454,25,66,-236
236455,6,27,-293
236456,-57,-12,-192
236457,-43,6,-111
236458,-5,-50,-191
236459,15,-115,-201
236460,-31,-31,-243
236461,51,-30,-336
236462,49,-1,-339
236463,40,49,-253
236464,66,42,-262
236465,4,-3,-195
236466,-62,23,-130
236467,-39,-6,-146
236468,-20,-86,-190
236469,5,-94,-219
236470,12,-56,-260
236471,45,-50,-239
236472,65,-27,-354
236473,64,7,-345
236474,33,51,-272
236475,39,57,-244
236476,27,7,-256
236477,-10,-2,-201
236478,-39,24,-134
236479,-37,-17,-162
236480,-41,-68,-185
236481,-29,-43,-231
236482,-19,-57,-244
236483,8,-36,-263
236484,47,-13,-346
236485,83,7,-346
236486,53,36,-244
236487,32,45,-247
236488,-35,-13,-226
236489,-70,4,-135
