121079,18,2,253
121080,16,3,252
121081,15,2,253
121082,16,3,251
121083,15,3,255
121084,18,2,251
121085,17,3,248
121086,17,2,251
121087,16,1,254
121088,17,1,252
121089,15,2,249
121090,16,2,253
121091,17,3,251
121092,16,1,253
121093,16,2,248
121094,15,5,249
121095,16,4,253
121096,18,3,251
121097,16,3,253
121098,15,4,253
121099,16,2,252
121100,14,4,249
121101,16,2,254
121102,16,4,252
121103,15,4,252
121104,17,3,256
121105,17,3,256
121106,15,2,254
121107,17,3,255
121108,17,3,252
121109,17,2,255
121110,16,3,252
121111,17,3,249
121112,37,-17,227
121113,27,1,250
121114,17,2,254
121115,12,-3,248
121116,14,3,252
121117,16,1,253
121118,15,7,254
121119,14,1,253
121120,16,0,252
121121,19,2,255
121122,13,14,253
121123,16,3,251
121124,16,2,250
121125,18,3,248
121126,15,4,254
121127,16,-3,255
121128,17,1,255
121129,16,3,247
121130,16,5,258
121131,13,0,256
121132,15,0,252
121133,15,4,256
121134,12,2,252
121135,18,3,250
121136,14,3,252
121137,17,4,247
121138,16,1,255
121139,18,4,246
121140,15,5,248
121141,16,3,253
121142,15,4,256
121143,17,7,247
121144,15,2,253
121145,19,2,253
121146,20,2,251
121147,18,3,255
121148,18,2,249
121149,15,0,253
121150,18,2,247
121151,18,1,253
121152,18,3,256
121153,16,-7,249
121154,16,4,252
121155,17,2,247
121156,15,2,253
121157,19,5,249
121158,18,3,252
121159,15,3,253
121160,14,2,250
121161,17,6,249
121162,15,2,254
121163,15,2,250
121164,17,4,252
121165,18,1,255
121166,14,1,252
121167,20,2,256
121168,16,1,251
121169,18,3,245
121170,17,3,256
121171,17,1,255
121172,15,3,253
121173,15,-1,248
121174,18,2,253
121175,18,2,253
121176,19,1,247
121177,19,5,245
121178,18,2,254
121179,17,-1,249
121180,17,2,246
121181,16,1,251
121182,17,2,251
121183,16,2,252
121184,15,1,253
121185,16,1,256
121186,18,1,253
121187,17,2,245
121188,18,3,254
121189,14,2,253
121190,18,2,254
121191,12,5,250
121192,14,2,259
121193,18,2,232
121194,16,3,251
121195,17,3,250
121196,13,6,253
121197,19,2,253
121198,14,3,252
121199,16,2,255
121200,19,5,251
121201,16,-4,249
121202,18,0,253
121203,15,2,253
121204,17,3,257
121205,14,2,255
121206,21,1,251
121207,17,7,255
121208,16,1,253
121209,15,0,250
121210,17,3,247
121211,17,4,254
121212,21,5,251
121213,17,3,253
121214,15,2,247
121215,18,1,250
121216,19,4,252
121217,15,3,256
121218,17,4,248
121219,25,2,256
121220,18,4,248
121221,16,1,251
121222,18,0,253
121223,15,3,250
121224,12,3,250
121225,19,7,253
121226,17,5,256
121227,14,3,249
121228,18,4,249
121229,15,1,251
121230,22,1,252
121231,17,0,250
121232,15,2,247
121233,15,2,251
121234,16,2,252
121235,17,2,249
121236,18,4,253
121237,13,0,246
121238,17,0,251
121239,17,1,243
121240,17,-1,252
121241,16,0,250
121242,15,6,251
121243,20,3,257
121244,16,2,251
121245,16,1,250
121246,18,4,247
121247,15,1,252
121248,14,2,250
121249,18,5,248
121250,14,3,255
121251,16,1,249
121252,16,2,250
121253,17,3,252
121254,21,2,252
121255,19,3,251
121256,17,10,257
121257,15,2,255
121258,14,3,252
121259,18,1,252
121260,21,0,253
121261,12,18,239
121262,18,2,255
121263,16,2,255
121264,18,2,247
121265,21,3,255
121266,17,6,255
121267,17,0,251
121268,16,3,251
121269,21,4,253
121270,18,1,241
121271,16,2,248
121272,16,5,253
121273,15,-4,252
121274,15,2,243
121275,15,4,246
121276,16,0,249
121277,20,4,250
121278,14,11,248
121279,15,9,247
121280,17,2,252
121281,17,0,256
121282,18,6,251
121283,16,3,254
121284,15,3,249
121285,20,4,248
121286,14,3,250
121287,17,1,252
121288,16,4,252
121289,18,1,249
121290,14,5,254
121291,18,2,256
121292,18,1,249
121293,17,5,253
121294,16,2,256
121295,26,0,250
121296,30,9,264
121297,17,4,253
121298,15,2,249
121299,16,4,254
121300,14,1,252
121301,15,2,249
121302,18,1,250
121303,16,4,253
121304,16,2,254
121305,15,1,251
121306,16,3,250
121307,19,4,251
121308,14,5,255
121309,19,4,253
121310,16,3,255
121311,15,2,256
121312,16,2,256
121313,17,1,253
121314,18,12,256
121315,13,6,254
121316,17,0,251
121317,18,1,252
121318,17,0,249
121319,17,3,247
121320,19,1,262
121321,16,3,254
121322,17,3,249
121323,15,2,248
121324,17,0,259
121325,19,3,253
121326,16,4,253
121327,15,-1,244
121328,18,1,254
121329,14,1,251
121330,12,4,245
121331,17,2,250
121332,14,7,252
121333,15,3,250
121334,11,-2,253
121335,22,1,250
121336,16,3,254
121337,17,2,257
121338,14,0,256
121339,19,2,254
121340,12,5,257
121341,16,3,250
121342,18,1,250
121343,15,0,249
121344,15,3,245
121345,20,4,254
121346,15,2,253
121347,16,1,251
121348,19,5,247
121349,15,1,245
121350,15,4,250
121351,14,2,250
121352,18,5,249
121353,19,0,249
121354,17,2,255
121355,19,0,250
121356,16,4,252
121357,18,0,255
121358,16,2,251
121359,16,0,254
121360,12,15,247
121361,17,2,257
121362,15,3,257
121363,14,5,251
121364,14,0,255
121365,22,0,255
121366,14,10,250
121367,15,6,255
121368,17,-1,248
121369,20,6,248
121370,16,1,250
121371,20,2,251
121372,15,2,254
121373,15,1,248
121374,18,4,252
121375,15,0,251
121376,18,3,251
121377,18,3,257
121378,14,7,247
121379,16,1,264
121380,16,3,256
121381,16,2,252
121382,18,4,255
121383,15,4,254
121384,16,-1,248
121385,17,2,256
121386,18,3,253
121387,16,4,254
121388,12,2,251
121389,18,3,253
121390,14,1,254
121391,21,6,249
121392,17,2,255
121393,14,1,251
121394,18,2,251
121395,19,1,254
121396,14,3,252
121397,19,4,250
121398,20,1,252
121399,16,3,252
121400,17,1,256
121401,21,3,250
121402,15,1,243
121403,15,3,252
121404,16,2,254
121405,14,3,251
121406,19,7,248
121407,23,0,255
121408,16,3,252
121409,16,3,242
121410,17,4,252
121411,16,2,256
121412,15,0,250
121413,18,8,242
121414,16,3,244
121415,16,2,256
121416,18,1,255
121417,15,4,248
121418,16,3,252
121419,17,2,256
121420,21,0,251
121421,14,2,251
121422,20,3,251
121423,17,3,251
121424,22,1,256
121425,12,3,248
121426,21,6,246
121427,22,1,249
121428,15,1,252
121429,17,0,254
121430,17,4,247
121431,16,4,252
121432,14,3,254
121433,20,2,251
121434,13,5,251
121435,17,3,253
121436,14,2,254
121437,15,1,254
121438,15,3,248
121439,14,1,244
121440,11,11,254
121441,17,12,257
121442,14,3,261
121443,18,3,250
121444,16,3,254
121445,14,2,251
121446,13,8,247
121447,17,3,256
121448,17,1,247
121449,16,1,252
121450,18,7,249
121451,17,2,255
121452,15,-1,252
121453,17,4,249
121454,17,1,252
121455,17,-1,253
121456,18,3,248
121457,19,1,248
121458,16,2,252
121459,16,6,259
121460,17,1,256
121461,15,2,253
121462,17,2,253
121463,22,1,250
121464,13,17,245
121465,18,2,257
121466,18,2,254
121467,18,1,251
121468,18,6,251
121469,17,2,253
121470,16,-1,254
121471,17,2,242
121472,16,3,252
121473,16,0,254
121474,18,3,251
121475,16,4,256
121476,19,5,254
121477,21,2,251
121478,17,1,253
121479,18,2,249
121480,15,1,254
121481,15,0,251
121482,17,2,248
121483,15,2,243
121484,15,1,252
121485,18,3,252
121486,15,2,255
121487,20,3,247
121488,23,2,254
121489,18,3,255
121490,18,3,252
121491,18,4,252
121492,14,1,252
121493,18,1,254
121494,19,6,255
121495,16,4,251
121496,18,3,250
121497,17,5,252
121498,19,1,254
121499,16,4,254
121500,15,2,252
121501,14,9,255
121502,16,15,257
121503,17,1,258
121504,13,3,246
121505,12,4,248
121506,26,-1,252
