377406,47,29,-316
377407,52,-27,-361
377408,38,-34,-329
377409,60,-27,-296
377410,57,-63,-315
377411,13,-72,-254
377412,-36,-39,-242
377413,-25,-44,-288
377414,-40,-48,-218
377415,-28,-25,-233
377416,-22,-66,-262
377417,-42,-51,-211
377418,-39,-26,-193
377419,-51,-6,-165
377420,-80,16,-146
377421,-71,34,-184
377422,-77,52,-175
377423,-89,24,-114
377424,-46,49,-161
377425,-41,11,-209
377426,-18,56,-217
377427,4,52,-259
377428,9,36,-244
377429,-12,38,-213
377430,12,43,-255
377431,-2,24,-263
377432,-20,24,-230
377433,-11,66,-285
377434,29,13,-272
377435,-3,-18,-229
377436,56,2,-319
377437,35,23,-302
377438,54,-12,-311
377439,17,-22,-329
377440,20,-31,-364
377441,3,9,-283
377442,10,15,-298
377443,-10,-27,-317
377444,-10,-13,-241
377445,-23,17,-291
377446,-6,0,-284
377447,-16,12,-243
377448,-31,30,-272
377449,-48,-30,-250
377450,-14,-11,-215
377451,-17,-39,-227
377452,-51,-39,-214
377453,-72,-36,-172
377454,-34,-16,-177
377455,-88,25,-144
377456,-50,23,-151
377457,-45,27,-109
377458,-104,24,-134
377459,-30,24,-149
377460,-9,12,-189
377461,-28,-3,-214
377462,-2,38,-207
377463,19,73,-243
377464,-3,106,-254
377465,36,82,-218
377466,6,56,-249
377467,-13,56,-243
377468,2,95,-251
377469,22,64,-262
377470,-7,70,-229
377471,18,113,-244
377472,7,100,-258
377473,10,43,-310
377474,45,15,-318
377475,54,-26,-363
377476,47,-27,-326
377477,66,-7,-319
377478,41,-10,-339
377479,-1,-15,-273
377480,-5,-42,-246
377481,-9,-85,-261
377482,-44,-89,-220
377483,4,-27,-232
377484,-16,-21,-218
377485,-29,-18,-188
377486,-52,-20,-111
377487,-43,-39,-137
377488,-78,-17,-104
377489,-41,11,-179
377490,-41,16,-230
377491,-5,59,-184
377492,25,43,-228
377493,15,78,-255
377494,4,31,-240
377495,39,23,-274
377496,35,10,-340
377497,73,7,-314
377498,67,6,-366
377499,46,-27,-343
377500,40,-31,-278
377501,22,-49,-280
377502,-2,-95,-262
377503,-19,-85,-212
377504,0,-54,-259
377505,4,-58,-221
377506,-23,-38,-151
377507,4,-58,-142
377508,-32,-73,-166
377509,-14,-55,-84
377510,-66,-4,-163
377511,-34,-48,-143
377512,-57,31,-134
377513,-30,7,-157
377514,-34,-28,-149
377515,-26,4,-182
377516,-46,-11,-163
377517,-60,-2,-153
377518,-60,22,-107
377519,-48,26,-167
377520,-19,2,-158
377521,0,5,-202
377522,16,26,-268
377523,-29,33,-247
377524,-9,54,-227
377525,47,42,-235
377526,65,25,-244
377527,43,37,-241
377528,30,50,-276
377529,-2,32,-270
377530,36,67,-265
377531,61,74,-315
377532,67,44,-304
377533,89,55,-300
377534,66,14,-351
377535,36,14,-339
377536,49,12,-333
377537,82,-14,-367
377538,75,4,-346
377539,77,23,-353
377540,71,-5,-374
377541,68,11,-355
377542,102,-10,-346
377543,97,-33,-353
377544,82,-27,-329
377545,99,-17,-327
377546,65,-18,-341
377547,-3,-6,-295
377548,45,-15,-285
377549,59,-35,-290
377550,49,-46,-279
377551,-8,-13,-298
377552,-22,-4,-330
377553,-32,20,-254
377554,34,-27,-262
377555,33,-37,-273
377556,-14,-17,-257
377557,-75,0,-279
377558,-17,-25,-262
377559,-33,-26,-242
377560,0,0,-275
377561,-11,-23,-300
377562,-19,-33,-218
377563,-22,-34,-286
377564,-36,-57,-275
377565,-63,-43,-245
377566,-20,-68,-241
377567,-23,-93,-246
377568,-58,-90,-195
377569,-76,-58,-224
377570,-76,-66,-241
377571,-60,-56,-208
377572,-43,-79,-245
377573,-43,-89,-230
377574,-30,-81,-158
377575,-62,-88,-196
377576,-97,-80,-169
377577,-76,-65,-126
377578,-56,-43,-142
377579,-60,-36,-166
377580,-101,1,-162
377581,-75,2,-156
377582,-83,-28,-179
377583,-49,-9,-170
377584,-38,-21,-218
377585,-50,9,-227
377586,-67,39,-221
377587,-4,15,-241
377588,-22,20,-245
377589,-16,36,-223
377590,-24,25,-262
377591,-31,37,-227
377592,-2,56,-278
377593,47,13,-334
377594,15,-28,-350
377595,36,-11,-353
377596,30,-26,-335
377597,-20,-29,-317
377598,2,-10,-302
377599,31,-30,-326
377600,15,-29,-302
377601,17,-7,-314
377602,35,-29,-354
377603,15,-38,-312
377604,26,-31,-310
377605,40,-21,-363
377606,22,-26,-318
377607,13,-35,-306
377608,6,-27,-326
377609,-18,-14,-251
377610,-9,-35,-265
377611,-20,-74,-262
377612,-27,-78,-226
377613,-30,-65,-223
377614,-29,-75,-249
377615,-40,-61,-141
377616,-71,-23,-175
377617,-56,-22,-160
377618,-85,18,-110
377619,-59,8,-176
377620,-29,-9,-190
377621,-32,17,-206
377622,-37,82,-259
377623,-22,75,-268
377624,29,81,-248
377625,41,51,-341
377626,31,-27,-364
377627,24,-24,-326
377628,19,-23,-331
377629,-8,-50,-264
377630,-16,-10,-207
377631,-15,-53,-240
377632,-39,-67,-204
377633,-34,-13,-139
377634,-56,-15,-151
377635,-72,-17,-145
377636,-63,31,-158
377637,-19,37,-216
377638,-7,50,-229
377639,16,85,-240
377640,16,49,-266
377641,27,25,-289
377642,40,42,-304
377643,26,12,-353
377644,22,13,-337
377645,20,23,-317
377646,22,-36,-276
377647,-38,-21,-257
377648,-15,-67,-224
377649,-12,-69,-249
377650,-33,-50,-223
377651,-25,-9,-232
377652,-18,-16,-253
377653,-50,-84,-187
377654,-30,-92,-188
377655,-47,-73,-172
377656,-87,-4,-139
377657,-14,-1,-124
377658,-46,32,-167
377659,-22,35,-209
377660,18,28,-215
377661,21,17,-238
377662,0,48,-243
377663,30,55,-265
377664,32,43,-288
377665,20,68,-281
377666,53,62,-331
377667,42,4,-303
377668,29,15,-306
377669,44,-5,-376
377670,50,-47,-323
377671,38,-25,-359
377672,66,-56,-321
377673,27,-68,-303
377674,1,-26,-270
377675,-18,-57,-258
377676,-37,-84,-240
377677,-18,-81,-234
377678,-14,-110,-243
377679,-37,-102,-229
377680,-43,-107,-219
377681,9,-112,-252
377682,-51,-94,-169
377683,-76,-17,-161
377684,-39,-25,-154
377685,-55,-33,-102
377686,-76,12,-142
377687,-39,-33,-180
377688,-47,-24,-184
377689,-22,-6,-192
377690,-10,-4,-218
377691,-52,34,-238
377692,-10,26,-202
377693,-13,-14,-236
377694,-49,5,-218
377695,-43,29,-210
377696,-79,-8,-240
377697,-43,11,-208
377698,9,22,-224
377699,3,44,-247
377700,-6,43,-235
377701,3,58,-250
377702,-42,29,-256
377703,-23,51,-215
377704,-15,52,-260
377705,5,11,-246
377706,-34,57,-204
377707,-18,83,-244
377708,-1,60,-272
377709,-13,36,-219
377710,-12,29,-256
377711,-6,21,-262
377712,7,68,-257
377713,28,50,-290
377714,32,37,-294
377715,37,41,-359
377716,67,-22,-361
377717,63,-38,-342
377718,50,-11,-294
377719,30,-20,-296
377720,-27,-7,-267
377721,5,-8,-222
377722,11,-51,-242
377723,5,-111,-205
377724,-7,-84,-180
377725,-51,-27,-222
377726,-83,62,-140
377727,-52,38,-137
377728,30,17,-153
377729,30,27,-193
377730,13,72,-217
377731,-37,27,-250
377732,-27,31,-223
377733,35,49,-251
377734,100,67,-295
377735,70,97,-267
377736,9,20,-269
377737,-28,30,-333
377738,35,64,-338
377739,86,26,-364
377740,66,-26,-341
377741,12,0,-331
377742,22,-8,-326
377743,53,-12,-320
377744,52,-16,-328
377745,55,-22,-331
377746,36,-29,-310
377747,8,-3,-271
377748,27,-72,-269
377749,-11,-68,-236
377750,-43,-58,-221
377751,-19,-80,-237
377752,-50,-93,-210
377753,-29,-51,-180
377754,-37,-36,-168
377755,-53,-14,-146
377756,-61,-12,-141
377757,-44,-25,-202
377758,-10,14,-226
377759,45,82,-248
377760,32,31,-255
377761,-18,21,-232
377762,46,26,-296
377763,72,-27,-325
377764,73,-67,-328
377765,23,-42,-338
377766,9,-36,-330
377767,-7,10,-242
377768,-44,-37,-222
377769,-51,-100,-250
377770,-27,-116,-209
377771,-36,-82,-210
377772,-76,-85,-194
377773,-70,-13,-166
377774,-45,-10,-148
377775,-43,-76,-188
377776,-42,-6,-190
377777,-27,-73,-227
377778,-42,-65,-195
377779,30,-47,-226
377780,13,25,-271
377781,-51,45,-213
377782,18,13,-250
377783,28,-13,-261
377784,-32,-38,-199
377785,7,-30,-212
377786,12,2,-277
377787,-1,6,-258
377788,54,57,-222
377789,11,-3,-305
377790,-2,-13,-275
377791,37,-24,-289
377792,17,-26,-321
377793,-15,-15,-361
377794,14,-32,-259
377795,5,-26,-286
377796,-38,-51,-230
377797,-17,-78,-232
377798,-22,-108,-251
377799,-26,-75,-210
377800,-17,-19,-159
377801,-57,-7,-187
377802,-82,62,-149
377803,-53,19,-145
377804,-57,-10,-170
377805,-69,26,-147
377806,-14,35,-232
377807,9,55,-248
377808,1,84,-222
377809,19,54,-254
377810,52,30,-332
377811,52,9,-286
377812,54,-42,-334
377813,2,-65,-301
377814,-68,-69,-222
377815,-49,-108,-234
377816,-48,-103,-239
377817,-72,-59,-143
377818,-108,-3,-180
377819,-103,-4,-134
377820,-63,-17,-142
377821,-5,-19,-251
377822,19,11,-236
377823,59,30,-236
377824,52,36,-335
377825,67,72,-304
377826,101,45,-291
377827,104,-60,-354
377828,59,-87,-306
377829,26,-71,-323
377830,-2,-30,-271
377831,-6,-22,-215
377832,24,-26,-228
377833,-17,-78,-241
377834,-62,-78,-113
377835,-70,-69,-136
377836,-81,-76,-117
377837,-68,-50,-84
377838,-67,-21,-212
377839,-15,10,-217
377840,-4,54,-226
377841,-15,48,-261
377842,8,-56,-261
377843,44,-37,-287
377844,44,-10,-345
377845,32,-5,-339
377846,72,8,-360
377847,63,-5,-346
377848,36,-31,-322
377849,2,-20,-311
377850,-6,-29,-271
377851,-39,-59,-236
377852,-26,-55,-218
377853,-27,-57,-255
377854,-57,-72,-132
377855,-64,23,-139
377856,-62,-14,-147
377857,-79,34,-131
377858,-47,26,-160
377859,-49,45,-232
377860,-9,-9,-191
377861,17,41,-252
377862,-1,39,-282
377863,7,89,-243
377864,27,73,-233
377865,-6,60,-284
377866,28,64,-295
377867,48,43,-324
377868,54,-16,-354
377869,63,-12,-356
377870,52,-13,-354
377871,52,21,-336
377872,24,36,-280
377873,24,-4,-268
377874,-10,-35,-220
377875,-8,-46,-245
377876,-30,-32,-264
377877,-29,-81,-238
377878,6,-45,-209
377879,0,-31,-200
377880,-24,-11,-145
377881,-66,12,-132
377882,-57,-43,-176
377883,-43,-35,-129
377884,-15,11,-166
377885,-18,-1,-229
377886,-19,17,-190
377887,-3,73,-248
377888,-5,48,-291
377889,-8,76,-236
377890,7,21,-286
377891,39,-5,-321
377892,51,3,-289
377893,53,11,-328
377894,39,-10,-335
377895,-7,15,-267
377896,-14,-4,-259
377897,-65,-90,-246
377898,-81,-54,-208
377899,-42,-51,-258
377900,-8,-14,-149
377901,-53,18,-139
377902,-80,3,-186
377903,-84,15,-132
377904,-95,38,-121
377905,-47,20,-149
377906,-63,13,-139
377907,-71,20,-146
377908,-53,32,-204
377909,-50,15,-210
377910,11,-30,-203
377911,25,-28,-247
377912,-10,8,-229
377913,16,50,-241
377914,19,50,-253
377915,8,30,-241
377916,28,0,-269
377917,22,-19,-294
377918,16,5,-286
377919,34,-6,-327
377920,9,-54,-344
377921,10,-9,-315
377922,21,-13,-345
377923,39,-35,-355
377924,38,-18,-308
377925,27,-90,-308
377926,26,-69,-251
377927,-8,-27,-220
377928,6,-23,-296
377929,-16,-12,-300
377930,-10,1,-195
377931,12,-53,-256
377932,-16,-38,-254
377933,-9,-20,-222
377934,6,-86,-238
377935,-26,-13,-247
377936,-40,9,-251
377937,-71,-43,-247
377938,-3,-39,-182
377939,7,-37,-217
377940,-36,-55,-199
377941,-29,-9,-129
377942,-33,2,-209
377943,-78,-2,-201
377944,-48,3,-147
377945,-51,-4,-180
377946,-34,-1,-238
377947,-27,26,-203
377948,-20,99,-268
377949,-6,118,-271
377950,15,128,-229
377951,41,82,-245
377952,50,58,-258
377953,14,65,-219
377954,11,69,-302
377955,24,62,-286
377956,42,101,-244
377957,34,76,-297
377958,24,77,-339
377959,28,70,-300
377960,26,50,-358
377961,36,37,-316
377962,54,30,-306
